,0
1293,Royal Marines personnel of World War I
2673,Royal Marines personnel of World War II
9784,Royal Marines ranks
12127,Royal Medal winners
1424,Royal Military College of Canada alumni
15661,Royal Military Police soldiers
10778,Royal National Theatre
17330,Royal Naval Air Service personnel of World War I
17588,Royal Naval Reserve personnel
12056,Royal Naval Volunteer Reserve personnel of World War I
16727,Royal Naval Volunteer Reserve personnel of World War II
9131,Royal Navy admirals
1079,Royal Navy admirals of World War II
9623,Royal Navy chaplains
7426,Royal Navy logistics officers
7759,Royal Navy officers
9548,Royal Navy officers of World War I
3083,Royal Navy officers of World War II
11589,Royal Navy personnel of World War I
286,Royal Navy personnel of World War II
15343,Royal Navy personnel of the Korean War
867,Royal Navy sailors
4495,Royal Navy submarine commanders
2301,Royal New Zealand Air Force personnel
4411,Royal Norfolk Regiment officers
8167,Royal Northumberland Fusiliers officers
8906,Royal Opera House
18776,Royal Philharmonic Society Gold Medallists
10718,Royal Pioneer Corps soldiers
15574,Royal Regiment of Wales officers
4231,Royal Scots Greys officers
2661,Royal Scottish Academicians
14745,Royal Shakespeare Company members
9280,Royal Society Wolfson Research Merit Award holders
1612,Royal Society for the Protection of Birds people
6601,Royal Society of Arts
7535,Royal Sussex Regiment officers
10626,Royal Sussex Regiment soldiers
7244,Royal Tank Regiment officers
5789,Royal Tank Regiment soldiers
7654,Royal Ulster Rifles soldiers
5439,Royal Warwickshire Fusiliers officers
13508,Royal Warwickshire Fusiliers soldiers
6317,Royal Welch Fusiliers officers
6097,Royal Welch Fusiliers soldiers
6610,Royal correspondents
6563,Royalty and nobility with disabilities
14368,RuPaul's Drag Race UK
9847,Rugby World Cup referees
16419,Rugby league chairmen and investors
16087,Rugby players and officials awarded knighthoods
12831,Rugby union centres
7899,Rugby union flankers
98,Rugby union fly-halves
8662,Rugby union hookers
5621,Rugby union number eights
16663,Rugby union people in Wales
7900,"Rugby union players from Birmingham, West Midlands"
6699,"Rugby union players from Ely, Cambridgeshire"
6994,Rugby union players from Pontardawe
5543,Rugby union players from Swansea
7460,Rugby union players from Trebanog
3222,Rugby union players from Wiltshire
77,Rugby union players from the London Borough of Hammersmith and Fulham
346,Rugby union scrum-halves
6804,Rumson-Fair Haven Regional High School alumni
9855,Russell Brand
12172,Russell Sage Foundation
12021,Russian Ashkenazi Jews
15915,Russian Jews
15530,Russian Orthodox Christians from the United States
8262,Russian activists against the Russian invasion of Ukraine
17565,Russian anti-communists
8501,Russian ballerinas
17110,Russian chess players
7978,Russian chess writers
17634,Russian classical musicians
4439,Russian classical pianists
13255,Russian democracy activists
4396,Russian dissidents
13633,Russian emigrants to Iceland
18707,Russian emigrants to Switzerland
2549,Russian emigrants to the United Kingdom
13553,Russian liberals
8072,Russian male conductors (music)
3712,Russian operatic sopranos
14481,Russian people of Armenian descent
12356,Russian people of German descent
2068,Russian people of Jewish descent
15544,Russian pianists
8449,Russian political activists
9238,Russian sportsperson-politicians
15563,Rutgers Scarlet Knights football players
16657,Rutgers Scarlet Knights men's basketball players
5268,Rutherglen
6196,Ryder Cup competitors for Europe
3467,Rye House Rockets riders
11087,Rykodisc artists
4764,Répétiteurs
18212,S-Curve Records artists
13975,SFWA Grand Masters
3773,SKBL template using Wikidata property P4963
13087,STV News newsreaders and journalists
15591,Saatchi family
16509,Sackville Records artists
14860,Safina politicians
12213,Sagan family
121,Sailors at the 1936 Summer Olympics – O-Jolle
10818,Sailors at the 1996 Summer Olympics – Laser
12874,Sailors at the 2000 Summer Olympics – Laser
18,Sailors at the 2004 Summer Olympics – Finn
14913,Sailors at the 2008 Summer Olympics – Finn
6107,Sailors at the 2012 Summer Olympics – Finn
14538,Sailors from Liverpool
9435,Sainsbury family
13714,Sainsbury's people
1462,Saint Kitts and Nevis emigrants to the United Kingdom
16109,Saint Kitts and Nevis musicians
8009,Saint Lucian Nobel laureates
13431,Saint Lucian dramatists and playwrights
17554,Saint Lucian male poets
14126,Saint Petersburg Conservatory alumni
10102,Sakharov Prize laureates
17852,Salford City F.C. chairmen and investors
17836,Salk Institute for Biological Studies people
10256,Salman Rushdie
2209,Salmon family
863,Salvation Army officers
2852,Samoan emigrants to New Zealand
8847,San Diego High School alumni
5720,San Diego State University alumni
9226,San Francisco Chronicle people
16684,San Francisco Conservatory of Music alumni
15976,San Francisco State Gators men's basketball players
7966,San Francisco State University alumni
11886,San Francisco State University faculty
6281,San Francisco Symphony
11651,San Jose State University faculty
9031,Sanctuary Records artists
361,Sandford Fleming Award recipients
18577,Santa Fe Institute people
9528,Santa Monica College alumni
12051,Saoithe
5892,Sarah Lawrence College alumni
15407,Sarah Vaughan
6731,Satirical novelists
13974,Savoy Records artists
12273,Scandals in Australia
7822,Scat singers
14542,Schlager musicians
5180,Scholars of Byzantine history
2439,Scholars of Dutch art
7896,Scholars of Latin literature
6351,Scholars of Marxism
15218,Scholars of Trinity College Dublin
7034,Scholars of ancient Greek history
6887,Scholars of ancient Greek literature
6569,Scholars of medical law
13792,Scholars of nationalism
9830,School governors
581,"School of Planning and Architecture, New Delhi alumni"
243,Schoolteachers from Bedfordshire
1739,Schoolteachers from Berkshire
8132,Schoolteachers from Cambridgeshire
2372,Schoolteachers from Kent
7127,Schoolteachers from London
15264,Schoolteachers from Maine
12761,Schoolteachers from New York (state)
11534,Schoolteachers from Norfolk
2139,Schoolteachers from Northamptonshire
5008,Schoolteachers from Surrey
18269,Schoolteachers from Wiltshire
9079,Schroders people
11260,Schuyler family
16237,Science Fiction Hall of Fame inductees
7074,Science activists
6673,Science and technology in the United Kingdom
9024,Science communicators
15124,Science fiction critics
644,Science fiction film directors
2486,Science writers from Northern Ireland
17968,Scientific American people
2388,Scientists at Bell Labs
3624,Scientists from Aldershot
6341,Scientists from Belfast
9750,Scientists from Berlin
5107,Scientists from Ipswich
1523,Scientists from Johannesburg
17279,Scientists from London
12808,Scientists from Mexico City
16408,Scientists from Montreal
8811,Scientists from New York (state)
9892,Scientists from Norwich
12478,Scientists from Tamil Nadu
9780,Scientists from Vienna
18218,Scientists from Warsaw
11802,Scientists from Yorkshire
10227,Scientists from Łódź
17521,Scientists with disabilities
12417,Scientists with dyslexia
974,Scotland international footballers
8672,Scotland wartime international footballers
16075,Scots Guards officers
14233,Scots Guards soldiers
5012,Scots Makars
9953,Scott family (conservationists)
331,Scottish Christian socialists
4328,Scottish Congregationalists
6024,Scottish Conservative Party MPs
7520,Scottish Episcopalians
13622,Scottish Football Hall of Fame inductees
16622,Scottish Formula One drivers
8916,Scottish Freemasons
13103,Scottish Inter-District Championship referees
6451,Scottish Jews
1274,Scottish Junior Football Association players
5593,Scottish King's Counsel
13862,Scottish LGBT broadcasters
3940,Scottish LGBT comedians
8537,Scottish LGBT dramatists and playwrights
1161,Scottish LGBT novelists
1789,Scottish LGBT painters
746,Scottish LGBT poets
15802,Scottish LGBT politicians
16254,Scottish LGBT rights activists
16601,Scottish Labour MPs
15066,Scottish Labour councillors
15167,Scottish Labour parliamentary candidates
14674,Scottish Liberal Democrat MPs
1473,Scottish Liberal Party MPs
11482,Scottish National Party MPs
12450,Scottish National Party MSPs
1918,Scottish National Party politicians
11696,Scottish Olympic medallists
10260,Scottish Premier League players
11970,Scottish Presbyterians
8350,Scottish Protestants
14580,Scottish Renaissance
4042,Scottish Roman Catholic writers
2655,Scottish Roman Catholics
13107,Scottish Salvationists
12676,Scottish academics of English literature
7337,Scottish accordionists
9181,Scottish activists
7159,Scottish actresses
16621,Scottish adoptees
17661,Scottish agnostics
2316,Scottish anthropologists
10170,Scottish anti-war activists
10279,Scottish artists
16068,Scottish atheists
10427,Scottish autobiographers
11619,Scottish ballerinas
17288,Scottish banjoists
8966,Scottish biographers
11620,Scottish bisexual people
17790,Scottish botanists
16386,Scottish broadcasters
15349,Scottish businesspeople
8377,Scottish centenarians
8448,Scottish chief executives
3227,Scottish child singers
11411,Scottish children's writers
7144,Scottish choreographers
14292,Scottish classical composers
10784,Scottish classical musicians
9846,Scottish classical violinists
2094,Scottish columnists
1928,Scottish comedians
6762,Scottish comedy writers
7843,Scottish comics writers
15259,Scottish composers
18203,Scottish conductors (music)
11422,Scottish contemporary artists
9854,Scottish contraltos
4432,Scottish crime fiction writers
1295,Scottish crime writers
7314,Scottish croquet players
6472,Scottish deaf people
10420,Scottish diplomats
14202,Scottish dramatists and playwrights
7831,Scottish ecclesiastical architects
18379,Scottish economists
15887,Scottish electronic musicians
854,Scottish emigrants to Australia
16270,Scottish emigrants to Canada
13170,Scottish emigrants to New Zealand
14405,Scottish emigrants to the United States
3828,Scottish entertainers
6357,Scottish eugenicists
10954,Scottish expatriates in Switzerland
3152,Scottish expatriates in the United States
8773,Scottish fantasy writers
14652,Scottish farmers
886,Scottish female rowers
12754,Scottish female tennis players
5545,Scottish feminists
7739,Scottish film actresses
4679,Scottish film critics
16717,Scottish film directors
17079,Scottish film producers
13925,Scottish folk singers
7695,Scottish football managers
9845,Scottish footballers
6413,Scottish gardeners
12915,Scottish gay actors
2706,Scottish gay writers
16933,Scottish generals
1061,Scottish hairdressers
9699,Scottish historical novelists
18141,Scottish horror writers
18501,Scottish humanists
18429,Scottish humanitarians
6238,Scottish humorists
2794,Scottish illustrators
2176,Scottish impressionists (entertainers)
16311,Scottish jazz trombonists
18059,Scottish journalists
1684,Scottish knights
17731,Scottish lawyers
15322,Scottish legal scholars
14785,Scottish lesbian writers
15305,Scottish magazine editors
5605,Scottish male Shakespearean actors
16766,Scottish male ballet dancers
14286,Scottish male comedians
16410,Scottish male film actors
3602,Scottish male golfers
15324,Scottish male guitarists
13616,Scottish male musical theatre actors
10667,Scottish male novelists
16323,Scottish male painters
8679,Scottish male poets
10149,Scottish male radio actors
12653,Scottish male rowers
1525,Scottish male sailors (sport)
8846,Scottish male sculptors
16936,Scottish male silent film actors
4152,Scottish male singers
13731,Scottish male sport shooters
5417,Scottish male sprinters
1179,Scottish male stage actors
17328,Scottish male swimmers
12333,Scottish male television actors
17339,Scottish male video game actors
4882,Scottish male voice actors
8138,Scottish male writers
18279,Scottish memoirists
4470,Scottish military personnel
7446,Scottish miners
9427,Scottish monarchists
6891,Scottish musical theatre actresses
3917,Scottish musician stubs
18209,Scottish mystery writers
10447,Scottish nationalists
